,number,lang,word,mean_freq,matched_word,mean_dash_freq,has_dash,mean_total_freq,corrected_total_freq,about_word,exactly_word,mean_freq_about,mean_freq_exactly,log_freq_about,log_freq_exactly,log_freq,log_freq_uncorrected,arabic_number,mult10,mult7,mult5,mult3,mult2,exp2,exp3,exp5,exp7,exp10,log10
59,60,it,sessanta,11.52772147536013,sessanta,0.0,False,11.52772147536013,11.52772147536013,about sixty,exactly sixty,0.4588384999182131,0.005465227294686045,-0.3383401487469338,-2.262391771358342,1.0617434748170838,1.0617434748170838,,1,0,1,1,1,2,1,1,0,1,1.7781512503836436
60,61,it,sessantuno,0.11424901767126731,sessantuno,0.0,False,0.11424901767126731,0.12009469165535586,about sixty-one,exactly sixty-one,0.0018821089207840481,0.00016074756102738062,-2.725355246835075,-3.793855607768504,-0.9204761885649272,-0.942147525365614,,0,0,0,0,0,0,0,0,0,0,1.7853298350107671
61,62,it,sessantadue,0.24717782254106613,sessantadue,0.0,False,0.24717782254106613,0.24717782254106613,about sixty-two,exactly sixty-two,0.004322348030692459,0.00018000494266442088,-2.3642802671325605,-3.7447155696610674,-0.6069904979040506,-0.6069904979040506,,0,0,0,0,1,1,0,0,0,0,1.792391689498254
62,63,it,sessantatré,0.09089118439150895,sessantatré,0.0,False,0.09089118439150895,0.09089118439150895,about sixty-three,exactly sixty-three,0.003728427098649703,0.00023302401287156655,-2.4284743441822028,-3.6325993230930083,-1.0414782373037126,-1.0414782373037126,,0,1,0,1,0,0,2,0,1,0,1.7993405494535817
63,64,it,sessantaquattro,0.27256649503874986,sessantaquattro,0.0,False,0.27256649503874986,0.27256649503874986,about sixty-four,exactly sixty-four,0.004289024538578598,0.00021413652217157816,-2.3676414690468226,-3.6693092550554747,-0.5645275304312256,-0.5645275304312256,,0,0,0,0,1,6,0,0,0,0,1.806179973983887
64,65,it,sessantacinque,0.5527374296479156,sessantacinque,0.0,False,0.5527374296479156,0.5527374296479156,about sixty-five,exactly sixty-five,0.0345721596187666,0.00024480050013241843,-1.4612734905409455,-3.611187699253079,-0.2574811253600532,-0.2574811253600532,,0,0,1,0,0,0,0,1,0,0,1.8129133566428555
65,66,it,sessantasei,0.25787310183507844,sessantasei,0.0,False,0.25787310183507844,0.25787310183507844,about sixty-six,exactly sixty-six,0.004398042823174429,0.00012208233416563248,-2.3567405462854127,-3.913347175772197,-0.5885939557830583,-0.5885939557830583,,0,0,0,1,1,1,1,0,0,0,1.8195439355418688
66,67,it,sessantasette,0.17304937801675216,sessantasette,0.0,False,0.17304937801675216,0.17304937801675216,about sixty-seven,exactly sixty-seven,0.0031140592261698595,9.754514298695297e-05,-2.5066731318596926,-4.010794350323583,-0.7618299573312971,-0.7618299573312971,,0,0,0,0,0,0,0,0,0,0,1.8260748027008264
67,68,it,sessantotto,0.31498978303239245,sessantotto,0.0,False,0.31498978303239245,0.31498978303239245,about sixty-eight,exactly sixty-eight,0.003508645700775633,0.00012693954649677832,-2.454860484154684,-3.8964030575763284,-0.5017035327012399,-0.5017035327012399,,0,0,0,0,1,2,0,0,0,0,1.8325089127062364
68,69,it,sessantanove,0.13463557198959136,sessantanove,0.0,False,0.13463557198959136,0.13463557198959136,about sixty-nine,exactly sixty-nine,0.0015887231225575555,6.54224068709924e-05,-2.798951783612556,-4.18427348235163,-0.8708401802475443,-0.8708401802475443,,0,0,0,1,0,0,1,0,0,0,1.8388490907372552
69,70,it,settanta,6.102662641127359,settanta,0.0,False,6.102662641127359,6.102662641127359,about seventy,exactly seventy,0.31386815384634886,0.0031166421513290185,-0.5032527470920175,-2.5063130599704824,0.7855193625591819,0.7855193625591819,,1,1,1,0,1,1,0,1,1,1,1.845098040014257
70,71,it,settantuno,0.07961449399522726,settantuno,0.0,False,0.07961449399522726,0.0853618378814391,about seventy-one,exactly seventy-one,0.0013943989046205424,9.285284462608641e-05,-2.8556129670608867,-4.032204786738543,-1.0687362429137797,-1.0990078607907914,,0,0,0,0,0,0,0,0,0,0,1.8512583487190752
71,72,it,settantadue,0.40047085710338093,settantadue,0.0,False,0.40047085710338093,0.40047085710338093,about seventy-two,exactly seventy-two,0.0057616235791083815,0.0005184294290157728,-2.2394551186443215,-3.2853103534021355,-0.3974290827250557,-0.3974290827250557,,0,0,0,1,1,3,2,0,0,0,1.8573324964312685
72,73,it,settantatré,0.07062204809620189,settantatré,0.0,False,0.07062204809620189,0.07062204809620189,about seventy-three,exactly seventy-three,0.0024009952468472505,0.00015350665625617836,-2.619608699697264,-3.8138727881825374,-1.1510596917009734,-1.1510596917009734,,0,0,0,0,0,0,0,0,0,0,1.863322860120456
73,74,it,settantaquattro,0.1592766378222472,settantaquattro,0.0,False,0.1592766378222472,0.1592766378222472,about seventy-four,exactly seventy-four,0.0020663949712560513,7.498389150880483e-05,-2.684786663725179,-4.125032024344661,-0.7978479204257534,-0.7978479204257534,,0,0,0,0,1,1,0,0,0,0,1.8692317197309762
74,75,it,settantacinque,0.7174473386625965,settantacinque,0.0,False,0.7174473386625965,0.7174473386625965,about seventy-five,exactly seventy-five,0.08273331935006532,0.00050654803962491,-1.0823195509597312,-3.295379361054602,-0.1442099710644691,-0.1442099710644691,,0,0,1,1,0,0,1,2,0,0,1.8750612633917
75,76,it,settantasei,0.1585184835682733,settantasei,0.0,False,0.1585184835682733,0.1585184835682733,about seventy-six,exactly seventy-six,0.0028475677306323798,8.752953121291801e-05,-2.5455259372435695,-4.057845397502898,-0.7999200908992985,-0.7999200908992985,,0,0,0,0,1,2,0,0,0,0,1.8808135922807914
76,77,it,settantasette,0.17365222183954365,settantasette,0.0,False,0.17365222183954365,0.17365222183954365,about seventy-seven,exactly seventy-seven,0.0020965940247535844,0.00011977318537841689,-2.6784856562673336,-3.9216404001910457,-0.7603196556213996,-0.7603196556213996,,0,1,0,0,0,0,0,0,1,0,1.8864907251724818
77,78,it,settantotto,0.15646550895878902,settantotto,0.0,False,0.15646550895878902,0.15646550895878902,about seventy-eight,exactly seventy-eight,0.0026130024919400995,7.14296181435285e-05,-2.5828601760991887,-4.146121671569448,-0.8055813828444108,-0.8055813828444108,,0,0,0,1,1,1,1,0,0,0,1.8920946026904804
78,79,it,settantanove,0.10022601568725716,settantanove,0.0,False,0.10022601568725716,0.10022601568725716,about seventy-nine,exactly seventy-nine,0.0010613550915045883,6.52500194398651e-05,-2.974139292365539,-4.1854193546007945,-0.9990195339286652,-0.9990195339286652,,0,0,0,0,0,0,0,0,0,0,1.8976270912904414
79,80,it,ottanta,5.2853134708557805,ottanta,0.0,False,5.2853134708557805,5.2853134708557805,about eighty,exactly eighty,0.2428746779291852,0.0021498688341541686,-0.6146177623002224,-2.667588036056841,0.7230707503237942,0.7230707503237942,,1,0,1,0,1,4,0,1,0,1,1.9030899869919435
80,81,it,ottantuno,0.09517556102711001,ottantuno,0.0,False,0.09517556102711001,0.09845467941134253,about eighty-one,exactly eighty-one,0.0010886540062672943,7.871820706166679e-05,-2.9631101248764753,-4.103924806244552,-1.0067636376342526,-1.0214745544898498,,0,0,0,1,0,0,4,0,0,0,1.9084850188786497
81,82,it,ottantadue,0.16932090699463195,ottantadue,0.0,False,0.16932090699463195,0.16932090699463195,about eighty-two,exactly eighty-two,0.0023081466106603167,4.6358891194818536e-05,-2.6367366087838406,-4.333866959976142,-0.7712894138236547,-0.7712894138236547,,0,0,0,0,1,1,0,0,0,0,1.9138138523837167
82,83,it,ottantatré,0.060977926046225726,ottantatré,0.0,False,0.060977926046225726,0.060977926046225726,about eighty-three,exactly eighty-three,0.0016628470702780688,7.791472981505725e-05,-2.779147690400672,-4.108380430996556,-1.2148273507478917,-1.2148273507478917,,0,0,0,0,0,0,0,0,0,0,1.919078092376074
83,84,it,ottantaquattro,0.17729077813676078,ottantaquattro,0.0,False,0.17729077813676078,0.17729077813676078,about eighty-four,exactly eighty-four,0.0025589159505942376,8.90494966028526e-05,-2.591943978588232,-4.050368531262178,-0.7513138538433967,-0.7513138538433967,,0,1,0,1,1,2,1,0,1,0,1.9242792860618816
84,85,it,ottantacinque,0.25671850750643666,ottantacinque,0.0,False,0.25671850750643666,0.25671850750643666,about eighty-five,exactly eighty-five,0.018601211917173795,0.00019720866769666693,-1.7304587594490255,-3.70507400090542,-0.5905428207785659,-0.5905428207785659,,0,0,1,0,0,0,0,1,0,0,1.9294189257142926
85,86,it,ottantasei,0.15589124149296457,ottantasei,0.0,False,0.15589124149296457,0.15589124149296457,about eighty-six,exactly eighty-six,0.00203821331925492,0.00015548028884251503,-2.690750364722575,-3.8083246612322177,-0.8071782842859991,-0.8071782842859991,,0,0,0,0,1,1,0,0,0,0,1.9344984512435677
86,87,it,ottantasette,0.11161883248615041,ottantasette,0.0,False,0.11161883248615041,0.11161883248615041,about eighty-seven,exactly eighty-seven,0.002047197135124792,0.00010188934608877518,-2.6888403348779852,-3.9918712249901542,-0.9522625244414172,-0.9522625244414172,,0,0,0,1,0,0,1,0,0,0,1.9395192526186185
87,88,it,ottantotto,0.12974557153274516,ottantotto,0.0,False,0.12974557153274516,0.12974557153274516,about eighty-eight,exactly eighty-eight,0.0019459087228267632,9.115446517158387e-05,-2.7108775351377465,-4.040222052715167,-0.8869074565370303,-0.8869074565370303,,0,0,0,0,1,3,0,0,0,0,1.9444826721501687
88,89,it,ottantanove,0.10561955688262077,ottantanove,0.0,False,0.10561955688262077,0.10561955688262077,about eighty-nine,exactly eighty-nine,0.000753145190004206,7.643885449712994e-05,-3.1231212932024515,-4.116685829849666,-0.9762556588872544,-0.9762556588872544,,0,0,0,0,0,0,0,0,0,0,1.9493900066449128
89,90,it,novanta,5.46024630818697,novanta,0.0,False,5.46024630818697,5.46024630818697,about ninety,exactly ninety,0.1400159678656992,0.002502343243291175,-0.8538224331752255,-2.6016531189259484,0.7372122338904025,0.7372122338904025,,1,0,1,1,1,1,2,1,0,1,1.954242509439325
90,91,it,novantuno,0.09244463338622126,novantuno,0.0,False,0.09244463338622126,0.09726126819182267,about ninety-one,exactly ninety-one,0.0008220922619121584,7.185901560610448e-05,-3.0850794396487213,-4.143518736474051,-1.0120600719555874,-1.034118295520494,,0,1,0,0,0,0,0,0,1,0,1.9590413923210936
91,92,it,novantadue,0.1354829069499579,novantadue,0.0,False,0.1354829069499579,0.1354829069499579,about ninety-two,exactly ninety-two,0.0017390855019677632,7.387818930961482e-05,-2.7596790654268704,-4.13148375728268,-0.8681154936130151,-0.8681154936130151,,0,0,0,0,1,2,0,0,0,0,1.9637878273455553
92,93,it,novantatré,0.039495576700200076,novantatré,0.0,False,0.039495576700200076,0.039495576700200076,about ninety-three,exactly ninety-three,0.0013962424898178994,0.00015772335051573584,-2.8550391498759167,-3.8021040057869957,-1.4034515403801913,-1.4034515403801913,,0,0,0,1,0,0,1,0,0,0,1.968482948553935
93,94,it,novantaquattro,0.10355735441283055,novantaquattro,0.0,False,0.10355735441283055,0.10355735441283055,about ninety-four,exactly ninety-four,0.0012841430903381423,4.990462951650794e-05,-2.891386580720541,-4.301859164191987,-0.9848190530477613,-0.9848190530477613,,0,0,0,0,1,1,0,0,0,0,1.9731278535996986
94,95,it,novantacinque,0.17234898433905663,novantacinque,0.0,False,0.17234898433905663,0.17234898433905663,about ninety-five,exactly ninety-five,0.009118633029486898,8.670278669856636e-05,-2.0400702616986437,-4.061966943719168,-0.7635912715669874,-0.7635912715669874,,0,0,1,0,0,0,0,1,0,0,1.9777236052888478
95,96,it,novantasei,0.14453983254725244,novantasei,0.0,False,0.14453983254725244,0.14453983254725244,about ninety-six,exactly ninety-six,0.0022523936942155454,9.012321063720235e-05,-2.6473556971768937,-4.045163344942181,-0.8400124527579491,-0.8400124527579491,,0,0,0,1,1,5,1,0,0,0,1.9822712330395684
96,97,it,novantasette,0.07760050421853414,novantasette,0.0,False,0.07760050421853414,0.07760050421853414,about ninety-seven,exactly ninety-seven,0.0013234526132951245,5.144264535047961e-05,-2.878291604157021,-4.288676706655056,-1.1101354568524349,-1.1101354568524349,,0,0,0,0,0,0,0,0,0,0,1.9867717342662448
97,98,it,novantotto,0.10237116231839054,novantotto,0.0,False,0.10237116231839054,0.10237116231839054,about ninety-eight,exactly ninety-eight,0.0023160977732644586,0.0001455752213355753,-2.635243110966643,-3.836912540909129,-0.989822365721744,-0.989822365721744,,0,1,0,0,1,1,0,0,2,0,1.9912260756924949
98,99,it,novantanove,0.3685624239092338,novantanove,0.0,False,0.3685624239092338,0.3685624239092338,about ninety-nine,exactly ninety-nine,0.0027223723961408218,0.00019595856364588966,-2.565052467476932,-3.707835752533478,-0.4334889445394464,-0.4334889445394464,,0,0,0,1,0,0,2,0,0,0,1.99563519459755
0,1,de,eins,24.45856401155812,eins,0.0,False,24.45856401155812,8208.559864179537,about one,exactly one,11.17202623836598,0.6225429831597555,1.0481319470042787,-0.20583065755810073,3.9142669697988968,1.3884309555554029,,0,0,0,0,0,0,0,0,0,0,0.0
1,2,de,zwei,477.2063505644088,zwei,0.0,False,477.2063505644088,477.2063505644088,about two,exactly two,6.7567124567765,0.17501935022825338,0.8297354371886361,-0.7569139328406863,2.678706214538807,2.678706214538807,,0,0,0,0,1,1,0,0,0,0,0.3010299956639812
2,3,de,drei,316.8612362488228,drei,0.0,False,316.8612362488228,316.8612362488228,about three,exactly three,5.037522263520776,0.0901499960520471,0.702216978534348,-1.045034287960705,2.500869112295526,2.500869112295526,,0,0,0,1,0,0,1,0,0,0,0.47712125471966244
3,4,de,vier,150.41058727279852,vier,0.0,False,150.41058727279852,150.41058727279852,about four,exactly four,2.7240832833722735,0.051014775079675376,0.4352203811247791,-1.2923040237792374,2.1772784069492843,2.1772784069492843,,0,0,0,0,1,2,0,0,0,0,0.6020599913279624
4,5,de,fünf,82.32033581532282,fünf,0.0,False,82.32033581532282,82.32033581532282,about five,exactly five,2.8335454736210806,0.04351549820262781,0.4523301867266724,-1.3613560399386546,1.9155071334070024,1.9155071334070024,,0,0,1,0,0,0,0,1,0,0,0.6989700043360189
5,6,de,sechs,60.127851896800614,sechs,0.0,False,60.127851896800614,60.127851896800614,about six,exactly six,2.380521940650914,0.03202778215187905,0.3766721886081389,-1.4944731341600774,1.7790756886944892,1.7790756886944892,,0,0,0,1,1,1,1,0,0,0,0.7781512503836436
6,7,de,sieben,40.29940510900262,sieben,0.0,False,40.29940510900262,40.29940510900262,about seven,exactly seven,1.053990283529785,0.019883577486026816,0.022836607243844138,-1.701505473929571,1.6052986352283451,1.6052986352283451,,0,1,0,0,0,0,0,0,1,0,0.8450980400142568
7,8,de,acht,46.162429712507326,acht,0.0,False,46.162429712507326,46.162429712507326,about eight,exactly eight,1.3047172717729243,0.018106456377804045,0.11551641158866541,-1.7421665373255113,1.6642886593973303,1.6642886593973303,,0,0,0,0,1,3,0,0,0,0,0.9030899869919435
8,9,de,neun,20.7374607413715,neun,0.0,False,20.7374607413715,20.7374607413715,about nine,exactly nine,0.6949119279834478,0.014110624825454634,-0.1580702337041547,-1.850453755045151,1.3167555768589698,1.3167555768589698,,0,0,0,1,0,0,2,0,0,0,0.9542425094393249
9,10,de,zehn,52.3543353397947,zehn,0.0,False,52.3543353397947,52.3543353397947,about ten,exactly ten,2.5607007768592345,0.03718932219257175,0.40835883323175864,-1.429581736959888,1.718952650412037,1.718952650412037,,1,0,1,0,1,1,0,1,0,1,1.0
10,11,de,elf,10.293964529481338,elf,0.0,False,10.293964529481338,10.293964529481338,about eleven,exactly eleven,0.25538420075855695,0.006981230173473549,-0.5928059736959994,-2.156068042924489,1.0125826674427048,1.0125826674427048,,0,0,0,0,0,0,0,0,0,0,1.0413926851582251
11,12,de,zwölf,22.058151301405136,zwölf,0.0,False,22.058151301405136,22.058151301405136,about twelve,exactly twelve,0.6034334122057985,0.014356109468960812,-0.2193706465394391,-1.8429632387210517,1.3435691113116843,1.3435691113116843,,0,0,0,1,1,2,1,0,0,0,1.0791812460476249
12,13,de,dreizehn,3.7533210945862354,dreizehn,0.0,False,3.7533210945862354,3.7533210945862354,about thirteen,exactly thirteen,0.12384375243830922,0.003162553996460815,-0.907125897435069,-2.499962050744258,0.5744157196600533,0.5744157196600533,,0,0,0,0,0,0,0,0,0,0,1.1139433523068367
13,14,de,vierzehn,6.401497869899008,vierzehn,0.0,False,6.401497869899008,6.401497869899008,about fourteen,exactly fourteen,0.197766256599821,0.003230913795763494,-0.703847806887617,-2.490674629269162,0.806281605315053,0.806281605315053,,0,1,0,0,1,1,0,0,1,0,1.146128035678238
14,15,de,fünfzehn,6.857658263470512,fünfzehn,0.0,False,6.857658263470512,6.857658263470512,about fifteen,exactly fifteen,0.7838470356974165,0.00752744802437967,-0.10576867970590757,-2.1233522345269975,0.8361758391943654,0.8361758391943654,,0,0,1,1,0,0,1,1,0,0,1.1760912590556813
15,16,de,sechzehn,3.2411336472732195,sechzehn,0.0,False,3.2411336472732195,3.2411336472732195,about sixteen,exactly sixteen,0.18621868658850443,0.0026357231343010924,-0.7299767407817703,-2.57910021151366,0.510696939417457,0.510696939417457,,0,0,0,0,1,4,0,0,0,0,1.2041199826559248
16,17,de,siebzehn,2.2960386790966334,siebzehn,0.0,False,2.2960386790966334,2.2960386790966334,about seventeen,exactly seventeen,0.10391088634422903,0.002422632482423479,-0.9833389506953996,-2.6157124640967058,0.36097919991789645,0.36097919991789645,,0,0,0,0,0,0,0,0,0,0,1.2304489213782739
17,18,de,achtzehn,2.971289877321254,achtzehn,0.0,False,2.971289877321254,2.971289877321254,about eighteen,exactly eighteen,0.26101336412493226,0.0026704163194449728,-0.5833372558144899,-2.5734210265968076,0.4729450233889446,0.4729450233889446,,0,0,0,1,1,1,2,0,0,0,1.255272505103306
18,19,de,neunzehn,1.2819329292730852,neunzehn,0.0,False,1.2819329292730852,1.2819329292730852,about nineteen,exactly nineteen,0.055417369064040635,0.001315589253005421,-1.2563540961664075,-2.8808796829086796,0.10786530349123609,0.10786530349123609,,0,0,0,0,0,0,0,0,0,0,1.2787536009528289
19,20,de,zwanzig,18.3749067111742,zwanzig,0.0,False,18.3749067111742,18.3749067111742,about twenty,exactly twenty,1.9946806457714867,0.02893172596485578,0.29987337376649437,-1.5386256571002432,1.2642251428623488,1.2642251428623488,,1,0,1,0,1,2,0,1,0,1,1.3010299956639813
20,21,de,einundzwanzig,0.7409978468554161,einundzwanzig,0.0,False,0.7409978468554161,0.7409978468554161,about twenty-one,exactly twenty-one,0.029819065978958236,0.0016363552822119957,-1.5255059640532884,-2.7861223972706646,-0.1301830539642212,-0.1301830539642212,,0,1,0,1,0,0,1,0,1,0,1.3222192947339193
21,22,de,zweiundzwanzig,0.7862896364160549,zweiundzwanzig,0.0,False,0.7862896364160549,0.7862896364160549,about twenty-two,exactly twenty-two,0.04554169942250654,0.0014306388949320342,-1.3415907673957463,-2.8444699719207414,-0.10441744845554987,-0.10441744845554987,,0,0,0,0,1,1,0,0,0,0,1.3424226808222062
22,23,de,dreiundzwanzig,0.5991952120358988,dreiundzwanzig,0.0,False,0.5991952120358988,0.5991952120358988,about twenty-three,exactly twenty-three,0.028766471070120064,0.0009209864134945736,-1.5411134119635372,-3.0357467765217803,-0.222431665593464,-0.222431665593464,,0,0,0,0,0,0,0,0,0,0,1.3617278360175928
23,24,de,vierundzwanzig,1.6106647513415915,vierundzwanzig,0.0,False,1.6106647513415915,1.6106647513415915,about twenty-four,exactly twenty-four,0.06773929042963697,0.0038585960701119438,-1.1691593569105674,-2.4135706823519336,0.20700515445160475,0.20700515445160475,,0,0,0,1,1,3,1,0,0,0,1.380211241711606
